EAR,mouth_ratio,head_tilt,eye_closure_time,no_movement_time,label
0.282,0.816,7.0,2.05,3.47,drowsy
0.276,0.312,0.4,0.0,0.64,alert
0.283,0.319,7.0,0.22,0.47,alert
0.255,0.312,3.5,0.4,1.01,alert
0.235,0.298,4.1,0.08,0.21,alert
0.203,0.192,26.5,1.43,13.96,unconscious
0.16,0.574,26.8,6.91,6.77,unconscious
0.152,0.581,27.6,5.33,3.8,unconscious
0.203,0.281,3.4,0.0,1.07,alert
0.179,0.707,24.5,1.97,9.21,unconscious
0.16,0.073,25.2,5.33,8.49,unconscious
0.205,0.462,14.7,2.59,4.01,drowsy
0.161,0.657,36.8,6.51,10.88,unconscious
0.261,0.514,8.1,0.83,2.93,drowsy
0.29,0.596,11.1,2.86,5.5,drowsy
0.158,0.545,8.9,0.94,4.57,drowsy
0.313,0.347,12.9,0.0,0.13,alert
0.186,0.537,10.5,1.05,2.77,drowsy
0.114,0.515,31.6,11.57,8.25,unconscious
0.171,0.853,13.0,0.02,0.03,drowsy
0.218,0.628,18.5,3.92,2.71,drowsy
0.282,0.372,4.2,0.17,0.67,alert
0.207,0.575,27.5,4.05,9.42,unconscious
0.241,0.324,4.8,0.16,1.07,alert
0.301,0.466,4.3,0.46,0.0,alert
0.05,0.274,18.6,7.8,8.81,drowsy
0.161,0.648,13.7,0.47,3.54,drowsy
0.352,0.44,2.3,0.56,0.0,alert
0.28,0.48,11.5,4.08,1.68,drowsy
0.315,0.685,20.2,1.66,1.82,drowsy
0.102,0.825,9.4,3.13,3.91,drowsy
0.209,0.771,7.7,1.42,1.13,drowsy
0.289,0.415,9.4,0.47,0.45,alert
0.298,0.229,2.8,0.56,0.45,alert
0.128,0.439,28.6,3.73,6.49,unconscious
0.146,0.67,10.8,3.06,3.07,drowsy
0.107,0.509,24.5,4.74,9.53,unconscious
0.28,0.419,3.4,0.26,0.06,alert
0.211,0.826,16.9,0.59,3.34,drowsy
0.138,0.333,21.2,5.16,12.27,unconscious
0.129,0.392,14.4,3.83,8.78,unconscious
0.136,0.266,22.2,1.53,5.17,unconscious
0.214,0.722,10.5,1.42,2.68,drowsy
0.169,0.561,4.0,2.45,1.71,drowsy
0.248,0.311,7.1,0.0,0.27,alert
0.171,0.633,13.2,2.83,3.76,drowsy
0.212,0.525,10.1,2.96,1.66,drowsy
0.064,0.582,26.9,3.36,9.84,unconscious
0.223,0.4,6.1,0.0,0.0,alert
0.292,0.464,1.2,0.0,1.0,alert
0.05,0.215,15.5,4.16,8.09,unconscious
0.193,0.568,10.8,2.51,0.09,drowsy
0.15,0.275,14.4,9.34,5.83,unconscious
0.317,0.4,5.3,0.56,0.93,alert
0.289,0.279,3.0,0.27,0.72,alert
0.075,0.594,19.4,5.88,7.31,unconscious
0.177,0.227,31.0,5.58,7.55,unconscious
0.303,0.226,4.5,0.31,0.08,alert
0.247,0.293,6.4,0.0,1.11,alert
0.317,0.378,6.7,0.55,0.02,alert
0.276,0.375,3.3,0.53,0.0,alert
0.225,0.055,17.7,4.97,5.25,unconscious
0.09,0.513,22.8,4.95,11.13,unconscious
0.268,0.269,3.1,0.0,1.06,alert
0.171,0.425,34.4,7.7,7.03,unconscious
0.211,0.165,2.2,0.35,0.05,alert
0.309,0.225,5.2,0.11,0.0,alert
0.234,0.412,18.8,3.3,4.47,drowsy
0.219,0.428,7.5,1.88,3.0,drowsy
0.097,0.48,26.9,6.13,5.42,unconscious
0.262,0.648,12.2,0.35,3.37,drowsy
0.149,0.637,22.2,3.8,4.04,unconscious
0.134,0.127,20.6,5.33,10.72,unconscious
0.107,0.202,28.8,1.61,5.92,unconscious
0.159,0.641,5.6,0.72,3.37,drowsy
0.269,0.386,4.9,0.36,0.61,alert
0.129,0.721,21.7,5.04,7.23,unconscious
0.203,0.864,9.5,2.39,4.24,drowsy
0.119,0.468,26.1,3.49,7.32,unconscious
0.194,0.493,30.8,6.13,5.4,unconscious
0.26,0.177,3.2,0.0,0.07,alert
0.217,0.883,20.7,1.8,0.0,drowsy
0.251,0.244,2.9,0.07,0.0,alert
0.294,0.661,6.9,2.13,2.76,drowsy
0.118,0.775,28.2,4.7,8.94,unconscious
0.2,0.669,5.3,3.39,2.7,drowsy
0.15,0.565,9.8,2.52,5.0,drowsy
0.168,0.509,9.8,1.79,2.9,drowsy
0.172,0.38,37.3,5.38,5.35,unconscious
0.167,0.139,35.8,8.12,10.06,unconscious
0.248,0.768,3.1,1.99,5.15,drowsy
0.294,0.426,7.3,0.0,1.13,alert
0.217,0.631,9.2,0.0,1.03,drowsy
0.234,0.351,2.1,0.0,1.32,alert
0.163,0.344,24.2,3.74,6.12,unconscious
0.084,0.0,16.0,7.61,6.53,unconscious
0.33,0.234,5.2,0.08,0.97,alert
0.17,0.253,13.4,6.64,7.14,unconscious
0.294,0.631,8.0,3.04,1.49,drowsy
0.233,0.84,10.2,7.26,6.37,alert
0.183,0.552,23.2,2.31,11.82,unconscious
0.225,0.305,2.1,0.0,0.56,alert
0.26,0.419,3.4,0.57,1.01,alert
0.306,0.268,6.7,0.29,0.54,alert
0.289,0.163,7.4,0.0,1.18,alert
0.168,0.334,10.0,2.49,4.68,drowsy
0.103,0.821,23.6,4.94,5.5,unconscious
0.16,0.591,11.3,3.32,1.25,drowsy
0.104,0.524,14.3,5.7,12.08,unconscious
0.214,0.511,7.9,3.77,1.86,drowsy
0.246,1.0,17.3,2.33,4.37,drowsy
0.05,0.183,31.3,4.01,3.91,unconscious
0.355,0.231,3.9,0.0,0.76,alert
0.101,0.763,16.2,0.55,4.21,drowsy
0.16,0.066,24.0,5.33,11.26,unconscious
0.092,0.316,27.6,5.16,8.61,unconscious
0.16,0.452,15.0,1.02,1.27,drowsy
0.272,0.526,22.3,2.1,3.91,drowsy
0.277,0.278,4.2,0.47,0.14,alert
0.23,0.454,10.0,0.82,3.8,drowsy
0.371,0.344,17.0,2.07,7.67,alert
0.303,0.176,1.2,0.56,0.37,alert
0.113,0.477,33.7,5.48,5.57,unconscious
0.151,0.485,25.1,1.46,2.95,unconscious
0.301,0.23,9.5,0.0,0.75,alert
0.216,0.285,5.5,0.17,0.69,alert
0.118,0.243,15.7,1.91,1.49,drowsy
0.23,0.574,4.1,1.36,1.54,drowsy
0.306,0.263,16.8,0.5,0.5,alert
0.24,0.678,5.1,1.18,0.6,drowsy
0.259,0.274,3.6,0.0,1.07,alert
0.142,0.095,5.7,7.07,1.09,alert
0.242,0.304,6.4,0.0,0.19,alert
0.141,0.21,25.2,6.13,6.13,unconscious
